stationId,stationName,parkingQRBikeCnt,parkingELECBikeCnt,stationLongitude,stationLatitude,parkingTotBikeCnt,goo,dong
ST-518,1120. 대림경동아파트앞,5,0,126.85464478,37.564785,5,강서구,가양2동
ST-519,1121. 가양레포츠센터 앞,33,0,126.86437988,37.55947876,33,강서구,가양3동
ST-520,1122. 황금내근린공원,23,11,126.86416626,37.56192398,34,강서구,염창동
ST-522,1124. 발산역 6번 출구 뒤,7,0,126.8384552,37.55817795,7,강서구,우장산동
ST-835,1125. 명덕고교입구(영종빌딩),4,0,126.83657074,37.55291367,4,강서구,우장산동
ST-523,1126. 우장산역 1번출구옆(우장산아이파크105동앞),4,0,126.83656311,37.54890823,4,강서구,우장산동
ST-524,1127. 화곡역 버스정류장,20,2,126.83854675,37.54098129,22,강서구,화곡1동
ST-829,1128. 화곡역 6번출구,15,0,126.84022522,37.54141235,15,강서구,화곡1동
ST-525,1129. 화곡역 1번 출구 앞,11,1,126.84021759,37.542099,12,강서구,우장산동
ST-526,1130. 화곡본동시장 버스정류장,1,1,126.84262085,37.54275131,2,강서구,화곡본동
ST-528,1132. 등촌역 7번출구,2,5,126.8637085,37.55110931,7,강서구,등촌2동
ST-530,1135. 강서구의회,16,0,126.86254883,37.54653168,16,강서구,등촌2동
ST-531,1136. 등촌2파출소,10,1,126.86199951,37.54478836,11,강서구,등촌2동
ST-532,1137. 등촌2동주민센터,14,1,126.8633728,37.54126358,15,강서구,등촌2동
ST-533,1139. 용문사 버스정류장,0,0,126.86343384,37.53852081,0,강서구,등촌2동
ST-534,1140. 목동사거리 버스정류장,16,0,126.86360931,37.53139877,16,강서구,화곡4동
ST-535,1141. 곰달래 문화복지센터 A,44,0,126.84848022,37.52906036,44,강서구,화곡8동
ST-536,1145. 곰달래 문화복지센터 B,27,1,126.8480835,37.52891922,28,강서구,화곡1동
ST-538,1148. 볏골공원,13,4,126.84477997,37.54146957,17,강서구,화곡본동
ST-975,1149. 신방화역환승주차장,2,1,126.81827545,37.56728363,3,강서구,방화1동
ST-1062,1150. 송정역 1번출구,0,0,126.81069946,37.56153107,0,강서구,공항동
ST-1063,1151. 마곡역1번출구,12,0,126.82414246,37.56020737,12,강서구,공항동
ST-1064,1152. 마곡역교차로,93,0,126.82652283,37.55831146,93,강서구,발산1동
ST-1065,"1153. 발산역 1번, 9번 인근 대여소",5,2,126.83717346,37.55894852,7,강서구,가양1동
ST-1067,1155. 기쁜우리복지관,19,1,126.84841919,37.56925964,20,강서구,가양2동
ST-1069,1157. 강서구청,1,0,126.84976959,37.55065918,1,강서구,화곡6동
ST-1249,1158. 가양역 8번출구,18,2,126.85481262,37.56103516,20,강서구,가양2동
ST-1250,1159. 서서울모터리움 앞,49,5,126.84659576,37.56585312,54,강서구,가양1동
ST-1251,1160. 양천향교역 7번출구앞,2,0,126.84089661,37.56768036,2,강서구,등촌3동
ST-1252,1161. 강서면허시험장 앞,6,0,126.819664,37.54969406,6,강서구,발산1동
ST-1253,1162. 공항초등학교건너편,0,0,126.82047272,37.56267929,0,강서구,공항동
ST-1254,1163. 방화동강서기동대앞,21,3,126.82008362,37.57049942,24,강서구,방화1동
ST-1338,1165. 마곡중학교 후문,8,3,126.82164764,37.56844711,11,강서구,방화1동
ST-1351,1166. 강서구립등빛도서관,3,0,126.84246063,37.56256866,3,강서구,등촌3동
ST-1352,1167. 마곡수명산파크3단지 교차로,4,1,126.8258667,37.55350876,5,강서구,발산1동
ST-1402,1168. 마곡엠밸리10단지 앞,0,0,126.8187561,37.56029129,0,강서구,공항동
ST-1506,1169. 염창역 1번 출구,14,2,126.87448883,37.54719925,16,강서구,염창동
ST-1507,1170. 강서구보건소,13,0,126.8687973,37.54917908,13,강서구,염창동
ST-1508,1171. 염창동 새마을금고 건너편,6,1,126.87316132,37.55004883,7,강서구,염창동
ST-1509,1172. 가양3동 주민센터,16,4,126.86058044,37.56124878,20,강서구,가양3동
ST-1510,1173. 강서구청사거리(SH타워),15,0,126.85307312,37.55673599,15,강서구,등촌1동
ST-1511,1174. 강서구청사거리(부민병원),2,1,126.85116577,37.55661392,3,강서구,등촌3동
ST-1514,1177. 수명중․고교,33,3,126.82367706,37.55010986,36,강서구,발산1동
ST-1515,1178. 개화산역 2번 출구,19,1,126.8061676,37.57247162,20,강서구,방화2동
ST-1517,1180. 마곡엠밸리 15단지(1502동) 건너편,26,3,126.82971954,37.55746841,29,강서구,발산1동
ST-1518,1181. 농수산식품공사 (강서지사),30,1,126.8184967,37.55104446,31,강서구,발산1동
ST-1519,1182. KBS 스포츠월드,10,1,126.84880829,37.55687714,11,강서구,등촌3동
ST-1520,1183. KC 대학교,17,3,126.85340118,37.54832077,20,강서구,화곡6동
ST-1645,1184. 마곡13단지,8,1,126.815979,37.55644989,9,강서구,공항동
ST-1646,1185. 등촌9단지,31,4,126.84947205,37.56290054,35,강서구,등촌3동
ST-1647,1186. 송정중학교,24,1,126.81609344,37.55472946,25,강서구,공항동
ST-1676,1187. 강서수산물도매시장,15,3,126.818367,37.55302048,18,강서구,발산1동
ST-1708,1188. 롯데중앙연구소,14,0,126.82833862,37.57138062,14,강서구,가양1동
ST-1709,1190. 마곡역 교차로(2번출구),11,0,126.82665253,37.5605011,11,강서구,공항동
ST-1689,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",4,0,126.8271637,37.5602417,4,강서구,공항동
ST-1710,1192. 마곡수명산파크 209동 건너편,7,3,126.82689667,37.55545044,10,강서구,발산1동
ST-1688,1193. 마곡센트럴타워 1차,71,0,126.83207703,37.55947113,71,강서구,가양1동
ST-1712,1195. 코오롱One&Only타워,80,2,126.83431244,37.56412888,82,강서구,가양1동
ST-1713,1196. 서울식물원(문화센터) 건너편,11,0,126.83583069,37.56824112,11,강서구,가양1동
ST-1714,1197. 엠펠리체 호텔 건너편,11,1,126.8358078,37.5602417,12,강서구,가양1동
ST-1715,1198. LG 사이언스파크,25,0,126.82743835,37.56254959,25,강서구,가양1동
ST-1694,1199. 우장산역 3번출구,8,0,126.83612823,37.54782104,8,강서구,발산1동
ST-1695,1200. 개화광역환승센터,19,1,126.79897308,37.57844925,20,강서구,방화2동
ST-838,1201. 가락시장역 3번 출구,16,4,127.11854553,37.49317932,20,송파구,가락본동
ST-737,1203. 밀리아나2빌딩 앞,23,2,127.12062073,37.49372864,25,송파구,가락본동
ST-930,1204. 거여역 3번출구,20,8,127.14472961,37.49334335,28,송파구,거여2동
ST-539,1205. 종합운동장역 4번출구,19,6,127.07137299,37.51042938,25,송파구,잠실7동
ST-540,1206. 9호선종합운동장역 9번출구,13,4,127.07823944,37.51128006,17,송파구,잠실7동
ST-738,1207. 마천중앙시장,8,2,127.15250397,37.49975586,10,송파구,마천2동
ST-541,1208. 풍납현대아파트쉼터,5,1,127.1199646,37.52974701,6,송파구,풍납2동
ST-542,1209. 잠실나루역 (2번 출구 쪽),5,0,127.10420227,37.52045059,5,송파구,행정동
ST-891,1210. 롯데월드타워(잠실역2번출구 쪽),103,8,127.10095978,37.51312637,111,송파구,잠실6동
ST-839,1212. 송파역 2번 출구앞,6,8,127.11286926,37.49941254,14,송파구,송파2동
ST-543,1213. 백토공원 앞,7,0,127.13321686,37.50831985,7,송파구,가락본동
ST-740,1214. 오금역 7번 출구 인근,10,0,127.1276474,37.50259399,10,송파구,가락본동
ST-544,1215. 올림픽공원역 1번출구 앞,3,2,127.13153839,37.51657104,5,송파구,오륜동
ST-545,1217. 송파파인타운 7단지,0,2,127.12979889,37.47930527,2,송파구,장지동
ST-892,1218. 방이역 4번출구,5,0,127.12583923,37.50896835,5,송파구,방이1동
ST-546,1220. 잠실근린공원,1,1,127.08403778,37.50569153,2,송파구,잠실본동
ST-933,1221. 삼전역 4번출구,3,0,127.08753204,37.50419998,3,송파구,잠실본동
ST-547,1222. 잠실새내역 5번 출구 뒤,7,1,127.08505249,37.51198196,8,송파구,잠실2동
ST-548,1224. 아시아지하보도 2번 출구,0,3,127.07893372,37.51216888,3,송파구,잠실2동
ST-894,1226. 잠실4동 주민센터 옆,0,0,127.11236572,37.52007675,0,송파구,행정동
ST-895,1227. 거여역 8번출구 뒤,10,3,127.14382172,37.49312592,13,송파구,거여1동
ST-896,1228. 마천사거리 ,6,0,127.14620209,37.49769974,6,송파구,거여1동
ST-549,1229. 송파체육문화회관 앞,34,7,127.14312744,37.49068832,41,송파구,거여1동
ST-897,1230. 송파중학교 정문,0,0,127.13059235,37.49567032,0,송파구,가락2동
ST-840,1231. 잠실역 6번출구,4,3,127.09902954,37.51408768,7,송파구,잠실3동
ST-550,1232. 잠실주공 521동 건너편,15,2,127.09568787,37.51184082,17,송파구,잠실3동
ST-551,1233. 잠실3거리(갤러리아팰리스),6,1,127.09336853,37.51050949,7,송파구,잠실3동
ST-553,1235. 잠실트리지움310동 옆,4,0,127.08716583,37.50887299,4,송파구,잠실3동
ST-899,1239. 문정 법조단지3,3,0,127.11801147,37.48084259,3,송파구,문정2동
ST-900,1240. 문정 법조단지4,0,0,127.11856842,37.48057556,0,송파구,문정2동
ST-901,1241. 문정 법조단지5,0,2,127.11979675,37.48123932,2,송파구,문정2동
ST-902,1242. 문정 법조단지6,1,3,127.11916351,37.48163223,4,송파구,문정2동
ST-903,1243. 문정 법조단지7,49,2,127.12016296,37.4845314,51,송파구,문정2동
ST-904,1244. 문정 법조단지8,8,3,127.12212372,37.48153687,11,송파구,문정2동
ST-905,1245. 문정 법조단지9,6,0,127.12532806,37.47946548,6,송파구,문정2동
ST-906,1246. 문정 법조단지10,19,3,127.12632751,37.47750854,22,송파구,문정2동
ST-907,1247. 문정 법조단지11,4,1,127.12351227,37.4788208,5,송파구,문정2동
ST-908,1248. 방이초등학교,1,0,127.12167358,37.51396179,1,송파구,방이1동
ST-981,1250.문정2동 주민센터,12,4,127.11083984,37.48987198,16,송파구,문정2동
ST-1070,1251. 석촌역 2번출구,1,0,127.10774994,37.50593185,1,송파구,송파1동
ST-1072,1253. 오금역 3번 출구 뒤,2,1,127.12818146,37.50165176,3,송파구,가락2동
ST-1075,1256. 문정현대아파트 교차로,2,0,127.12580872,37.49113083,2,송파구,가락본동
ST-1076,1257. 가락시장역 사거리,2,2,127.11775208,37.49209976,4,송파구,문정2동
ST-1077,1258. 가락미륭아파트 앞,0,1,127.1289978,37.49319839,1,송파구,가락2동
ST-1078,1259. 방이역 1번출구,28,2,127.12659454,37.50898361,30,송파구,오금동
ST-1079,1260. 방이동 한양3차아파트 옆,0,0,127.12139893,37.50630188,0,송파구,방이1동
ST-1081,1262. 송파여성문화회관 앞,3,1,127.10971832,37.50580215,4,송파구,송파1동
ST-1082,1263. 장지공영차고지,12,7,127.1370163,37.48054123,19,송파구,위례동
ST-1083,1264. 천호역 10번 출구 앞,13,0,127.12280273,37.53858185,13,송파구,풍납1동
ST-1085,1266. 문정동 글샘 공원,18,1,127.12000275,37.47880936,19,송파구,문정2동
ST-1086,1267. 올림픽공원 남2문 앞,3,0,127.12306976,37.51424026,3,송파구,오륜동
ST-1087,1268. 몽촌토성역 1번출구 옆,3,0,127.11419678,37.51728821,3,송파구,오륜동
ST-1088,1269. 리센츠아파트 ,10,0,127.09121704,37.51194382,10,송파구,잠실2동
ST-1089,1271. 송파도서관,5,1,127.13539124,37.49998474,6,송파구,오금동
ST-1092,1274. 영파여고 앞,13,0,127.12104797,37.53284836,13,송파구,풍납2동
ST-1367,1275. 거여초등학교 옆,28,1,127.13936615,37.50458908,29,송파구,오금동
ST-1408,1277. 성내7교,12,1,127.1364212,37.50562668,13,송파구,오금동
ST-1409,1278. 송파구청 교차로,17,0,127.10681915,37.51579666,17,송파구,방이2동
ST-1410,1279. 마천금호어울림 1차아파트 건너편,11,0,127.15467834,37.49751663,11,송파구,마천1동
ST-1411,1280. 송파파크데일 2단지입구 앞 주차장,3,0,127.15717316,37.49565887,3,송파구,마천1동
ST-1413,1282. 송파소방서 맞은편(성내4교),18,1,127.14147949,37.49987411,19,송파구,거여1동
ST-1414,1283. 오금공원 사거리,1,0,127.13169098,37.50541306,1,송파구,오금동
ST-1416,1285. 위례별 유치원 뒤,7,2,127.14459229,37.4774704,9,송파구,위례동
ST-1417,1286. 위례중앙푸르지오 1단지 앞,2,0,127.14067078,37.47437668,2,송파구,위례동
ST-1418,1287. 위례아이파크 101동 맞은편,4,2,127.14151001,37.47746658,6,송파구,위례동
ST-1419,1288. 문정중교 사거리,1,0,127.13108826,37.48799896,1,송파구,장지동
ST-1422,1289. 풍납토성 서성벽터B,14,1,127.11109161,37.53147125,15,송파구,풍납2동
ST-1579,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,0,6,127.13754272,37.47458267,6,송파구,위례동
ST-1580,1291. 서울체육고등학교 앞,80,2,127.13186646,37.52193832,82,강동구,성내3동
ST-1582,1293. 석촌호수 서호 사거리,1,3,127.09655762,37.50656128,4,송파구,잠실3동
ST-1584,1295. 잠실역 8번출구,48,2,127.10030365,37.51396179,50,송파구,잠실6동
ST-1585,1296. 석촌호수교차로 (송파나루근린공원 앞),0,0,127.1034317,37.50867844,0,송파구,잠실3동
ST-1586,1297. 석촌호수교차로(동호 팔각정 앞),1,0,127.10411835,37.50920105,1,송파구,잠실6동
ST-1588,1299. 송파소방서 (방이119안전센터),0,0,127.13671112,37.51987839,0,송파구,오륜동
ST-1589,1300. 오륜사거리,12,9,127.13922119,37.50693893,21,송파구,오금동
ST-825,1302. 한성대입구역6번출구 뒤,0,0,127.00630951,37.58876419,0,성북구,성북동
ST-931,1303. 돈암초교 입구,0,0,127.01249695,37.59169388,0,성북구,성북동
ST-826,1304. 만해공원,0,1,126.99230957,37.59440231,1,성북구,성북동
ST-947,1305. 성북구청,3,4,127.01643372,37.58932877,7,성북구,삼선동
ST-842,1306. 한성대입구역2번출구,0,0,127.00670624,37.58844757,0,성북구,삼선동
ST-827,1308. 안암로터리 버스정류장 앞,44,8,127.02897644,37.58259201,52,성북구,안암동
ST-559,1314. 정릉꿈에그린1단지 201동 앞,4,0,127.01168823,37.60243988,4,성북구,정릉2동
ST-560,1315. 고려사대부속중고 정문,8,0,127.00328064,37.60776138,8,성북구,정릉3동
ST-562,1316. 고려사대부속중고 건너편 ,15,0,127.00283813,37.60726166,15,성북구,정릉3동
ST-563,1318. 길음역 3번출구 뒤,0,1,127.0247879,37.60308456,1,성북구,길음1동
ST-564,1319. 종암사거리 분수대,2,0,127.03327179,37.6030426,2,성북구,월곡1동
ST-655,1321. 국민은행 종암동지점 앞,13,2,127.03666687,37.59328842,15,성북구,종암동
ST-565,1322. 래미안라센트아파트 103동 앞,0,3,127.03927612,37.59806824,3,성북구,종암동
ST-567,1323. 월곡역 입구 육교 밑,3,16,127.04020691,37.60043335,19,성북구,종암동
ST-571,1325. 상월곡역 4번출구,0,0,127.04773712,37.60580826,0,성북구,월곡2동
ST-572,1326. 상월곡역 1번출구,2,0,127.0473175,37.60606766,2,성북구,월곡2동
ST-574,1327. 상월곡역 3번출구,1,0,127.05068207,37.60734177,1,성북구,월곡2동
ST-910,1328. 월곡역 3번출구,15,3,127.04163361,37.6026268,18,성북구,월곡2동
ST-578,1332. 석계역 5번출구 건너편,11,1,127.06609344,37.61355591,12,성북구,석관동
ST-579,1333. 석관초등학교 앞,23,2,127.05979919,37.61052322,25,성북구,석관동
ST-580,1334. 석관동주민센터 앞,1,0,127.06130981,37.61299896,1,성북구,석관동
ST-1200,1336. 성북3교 위,0,0,127.01400757,37.59125137,0,성북구,삼선동
ST-1201,1337. 돈암성당 옆,1,3,127.01713562,37.59038162,4,성북구,동선동
ST-1202,1338. 용문2교 옆,0,0,127.02075195,37.5868988,0,성북구,안암동
ST-1203,1339. 삼성전자서비스 성북센터,7,4,127.0335083,37.610569,11,성북구,월곡1동
ST-1204,1340. 광운초등학교 앞,0,1,127.05500031,37.61784363,1,성북구,장위3동
ST-1206,1342. 성북쉼터 앞,0,4,126.99793243,37.59261703,4,성북구,성북동
ST-1207,1343. 한성대7번출구 앞,0,0,127.00737762,37.58924866,0,성북구,성북동
ST-1208,1344. 아리랑시네센터 앞,4,4,127.01370239,37.60028839,8,성북구,돈암2동
ST-1210,1346. 길음8골어린이공원 옆,1,4,127.02024841,37.60897827,5,성북구,길음1동
ST-1211,1347. 길음래미안아파트817동 상가 앞,0,0,127.02149963,37.60710526,0,성북구,길음1동
ST-1212,1348. 성북제일새마을금고 본점 앞,2,3,127.02275848,37.60475159,5,성북구,길음1동
ST-1213,1349. 월계2교 버스정류장 앞,21,0,127.05020142,37.62382889,21,성북구,장위3동
ST-1215,1351. 안암2교 옆,0,2,127.02419281,37.5794487,2,성북구,안암동
ST-1216,1352. e 편한세상 보문아파트 내,2,0,127.01709747,37.58388138,2,성북구,보문동
ST-1217,1353. 금호어울림센터힐 내,5,1,127.02355194,37.60083008,6,성북구,돈암1동
ST-1317,1354. 고려대학교 2번출구,15,0,127.03619385,37.5907135,15,성북구,안암동
ST-1347,1355. 보문2교,0,0,127.01891327,37.58869934,0,성북구,안암동
ST-1383,1357. 북한산보국문역,8,1,127.00813293,37.61207199,9,성북구,정릉4동
ST-1384,1358. 정릉도서관 앞,1,0,127.01058197,37.60478973,1,성북구,정릉2동
ST-1386,1360. 정릉역,4,0,127.01350403,37.60309601,4,성북구,정릉2동
ST-1424,1361. 홍익중고 입구,13,0,127.00223541,37.59296799,13,성북구,성북동
ST-1454,1362. 보문역6번출구 앞,1,2,127.01966858,37.58519745,3,성북구,보문동
ST-1455,1363. 보문4교 인근,0,0,127.02194977,37.58375168,0,성북구,안암동
ST-1456,1364. 성북동 치안센터 앞,0,0,127.00408936,37.59017181,0,성북구,성북동
ST-1457,1365. 선잠단지 앞,0,0,126.9990921,37.5933609,0,성북구,성북동
ST-1458,1366. 일신초등학교 옆,3,13,127.04038239,37.59972,16,성북구,종암동
ST-1459,1367. 길음문화복합미디어센터,13,4,127.02261353,37.60429764,17,성북구,길음1동
ST-1460,1368. 성신여대입구 교차로,4,1,127.02015686,37.59139633,5,성북구,동선동
ST-1634,1370. 복자사랑 피정의 집,1,4,126.99520874,37.59453964,5,성북구,성북동
ST-1636,1372. KEB은행 고대점,12,2,127.03160095,37.58644485,14,성북구,안암동
ST-1637,1373. 성북구보건소 건너편,1,5,127.03907776,37.60235596,6,성북구,월곡2동
ST-1723,1375. 생명의 전화 종합복지관 앞 교차로,21,7,127.0373764,37.60390854,28,성북구,월곡1동
ST-1745,1376. 한국과학기술연구원 중문,5,0,127.0437851,37.59730911,5,성북구,월곡2동
ST-1746,1377. 한국과학기술연구원 북문,1,0,127.04549408,37.60418701,1,성북구,월곡2동
ST-2222,1380.월곡역 5번출구 앞,4,0,127.04123688,37.60108566,4,성북구,월곡2동
ST-2223,1381.석계역 4번출구 뒤,8,0,127.06700134,37.61478424,8,성북구,석관동
ST-2406,1382.래미안월곡아파트 입구,0,0,127.03627014,37.60866547,0,성북구,월곡1동
ST-2225,1384.성신여대입구역 5번출구,0,0,127.01628876,37.59282684,0,성북구,동선동
ST-2226,1385.성신여대입구역 3번출구 앞,0,0,127.01628876,37.59236526,0,성북구,삼선동
ST-2227,1386.동선고가차도 초입,1,1,127.01896667,37.59415817,2,성북구,동선동
ST-2229,1388. 돈암초교입구 버스정류장(한성대입구역 방면),0,0,127.01170349,37.59088135,0,성북구,삼선동
ST-2231,1390.석관래미안아트리치,14,4,127.06162262,37.60646057,18,성북구,석관동
ST-2232,1391.성북청소년센터,0,1,127.05606842,37.61688232,1,성북구,장위3동
ST-2233,1392.돈암삼성풍림아파트,15,2,127.02262878,37.5970993,17,성북구,돈암1동
ST-2234,1393.돈암육교 하단,8,3,127.0211792,37.59818268,11,성북구,돈암1동
ST-2235,1394.길음뉴타운 래미안9단지,4,1,127.01998138,37.60242462,5,성북구,정릉1동
ST-2236,1395.래미안장위포레카운티(102동),5,1,127.05183411,37.61817932,6,성북구,장위3동
ST-2237,1396.래미안장위퍼스트하이(513동),41,0,127.05145264,37.61844254,41,성북구,장위1동
ST-558,1401. 극동늘푸른아파트,23,0,127.07636261,37.61473846,23,중랑구,묵2동
ST-561,1402. 금란주차장 앞,18,1,127.10233307,37.60007095,19,중랑구,망우본동
ST-566,1403. 중화빌딩 앞 (동부시장),24,7,127.07657623,37.59424973,31,중랑구,중화2동
ST-599,1404. 동일로 지하차도,7,0,127.08003235,37.59529877,7,중랑구,중화2동
ST-568,1405. 망우역 1번출구,1,1,127.09294891,37.59909821,2,중랑구,상봉1동
ST-847,1407. 먹골역 1번출구 뒤,12,2,127.07788849,37.61151123,14,중랑구,묵1동
ST-570,1408. 먹골역 6번출구 앞,26,2,127.0774765,37.61072159,28,중랑구,묵2동
ST-573,1410. 면목 대원칸타빌아파트,1,0,127.09018707,37.57778168,1,중랑구,면목7동
ST-912,1411. 상봉시장앞 교차로 한성빌딩 앞,1,0,127.08673859,37.59254074,1,중랑구,면목본동
ST-849,1414. 사가정역 2번출구,11,0,127.08824158,37.58098984,11,중랑구,면목3·8동
ST-850,1416. 상봉역 3번출구,25,8,127.08599854,37.59521866,33,중랑구,상봉2동
ST-583,1418. 새솔초등학교,3,0,127.10901642,37.61743927,3,중랑구,신내1동
ST-585,1420. 신내어울공원 앞,6,2,127.09770203,37.61394501,8,중랑구,신내1동
ST-586,1421. 신내역 4번출구,0,0,127.1033783,37.61246109,0,중랑구,신내1동
ST-587,1422. 신내우디안아파트 1단지,4,0,127.10646057,37.62009811,4,중랑구,신내1동
ST-588,1424. 양원역 2번출구,5,0,127.10774231,37.6063118,5,중랑구,망우본동
ST-589,1425. 신성미소지움아파트,12,1,127.09597015,37.58745956,13,중랑구,면목3·8동
ST-590,1426. 면목도시개발아파트 1동 앞,20,2,127.08682251,37.57358932,22,중랑구,면목4동
ST-852,1427. 용마산역 1번출구,0,0,127.08691406,37.57429886,0,중랑구,면목4동
ST-853,1428. 원묵고등학교,0,0,127.08596802,37.61602402,0,중랑구,묵1동
ST-854,1429. 장안중학교,50,3,127.08000183,37.59995651,53,중랑구,중화1동
ST-855,1430. 중랑구청,10,0,127.09259796,37.60615158,10,중랑구,신내2동
ST-856,1431. 중랑구청 사거리,0,1,127.09545135,37.60649872,1,중랑구,신내1동
ST-857,1433. 중화역 2번출구,33,3,127.07958221,37.60207748,36,중랑구,중화1동
ST-593,1435. 능산삼거리,3,0,127.10079193,37.60868073,3,중랑구,신내1동
ST-594,1436. 동원베네스트 건물 앞,1,1,127.10118103,37.60810089,2,중랑구,신내1동
ST-595,1437. 늘푸른공원 앞,4,1,127.07992554,37.5834198,5,중랑구,면목5동
ST-596,1438. 홈플러스 신내점 앞,44,5,127.09348297,37.61616898,49,중랑구,신내2동
ST-942,1440. 면목2동 사거리,27,2,127.0800705,37.58637238,29,중랑구,면목5동
ST-584,1441. 신내능말공원,0,0,127.11026001,37.61670685,0,중랑구,신내1동
ST-1093,1442. 중랑구청 중화동 별관 앞,12,0,127.07981873,37.59859085,12,중랑구,중화2동
ST-1095,1444. 면목4치안센터,12,1,127.08054352,37.57402802,13,중랑구,면목4동
ST-1096,1445. 용마지구대 A,16,1,127.07939911,37.5799408,17,중랑구,면목5동
ST-1097,1446. 중랑전화국 교차로,22,1,127.0803299,37.59130096,23,중랑구,면목2동
ST-1098,1447. 면목역 3번출구,28,6,127.08728027,37.58890152,34,중랑구,면목본동
ST-1099,1448. 코스트코 상봉점,0,0,127.08979797,37.59732056,0,중랑구,상봉2동
ST-1332,1449. 상봉역 1번출구,47,2,127.08583832,37.59655762,49,중랑구,상봉1동
ST-1333,1450. 화랑대역 7번출구,54,4,127.08504486,37.61963654,58,중랑구,묵1동
ST-1334,1451. 중랑세무서,6,8,127.07266998,37.59275818,14,중랑구,상봉2동
ST-1335,1452. 겸재교 진입부,63,7,127.07505035,37.58565521,70,중랑구,면목2동
ST-1345,1453. 중랑캠핑숲,5,2,127.10925293,37.60460281,7,중랑구,망우본동
ST-1346,1454. 한국전력공사(동대문 중랑지사),28,2,127.07859039,37.6073494,30,중랑구,묵1동
ST-1375,1455. 상봉역 2번 출구,47,1,127.08589935,37.59632874,48,중랑구,상봉2동
ST-1380,1456. 상아빌딩(우림시장 교차로),9,2,127.10032654,37.59511185,11,중랑구,망우3동
ST-1381,1457. 동원사거리,1,1,127.09323883,37.58975983,2,중랑구,면목본동
ST-1451,1458. 상봉터미널2,21,4,127.09308624,37.59733963,25,중랑구,망우본동
ST-1452,1459. 용마한신아파트사거리,0,0,127.09265137,37.58034897,0,중랑구,면목7동
ST-2282,1461.동양엔파트 앞,33,2,127.07507324,37.593853,35,중랑구,중화2동
ST-2283,1462.동부시장 북문 앞,14,1,127.07652283,37.59386826,15,중랑구,상봉2동
ST-2284,1463.중랑구민회관,1,1,127.08500671,37.57407761,2,중랑구,면목4동
ST-2285,1464.중화역 4번출구,36,4,127.07900238,37.60305405,40,중랑구,중화2동
ST-2287,1466.두산대림아파트 삼거리,26,0,127.08757019,37.61882401,26,중랑구,묵1동
ST-2288,1467.sk신내 주유소앞(용마산로),14,1,127.10115051,37.61362076,15,중랑구,신내1동
ST-2289,1468.먹골역 7번 출구,10,0,127.07739258,37.6114769,10,중랑구,묵2동
ST-2290,1469.먹골역 4번출구,39,2,127.07813263,37.60982132,41,중랑구,묵1동
ST-2291,1470.중화동 우리은행 앞,43,0,127.07858276,37.60520172,43,중랑구,묵2동
ST-2292,1471.동양쇼핑 정류소 앞,31,2,127.07849121,37.61535263,33,중랑구,묵1동
ST-2293,1472.영성빌딩(PAT),17,0,127.07923126,37.60408401,17,중랑구,중화1동
ST-2294,1473.중랑역 1번 출구(중화문화복지센터),16,1,127.07495117,37.59489059,17,중랑구,중화2동
ST-2298,1477.면목삼익아파트 앞,14,1,127.0796051,37.57598495,15,중랑구,면목4동
ST-2299,1478.홈플러스 상봉점 앞,4,2,127.0922699,37.59832764,6,중랑구,상봉1동
ST-2300,1479.면목 홈플러스 2 ,32,5,127.08209229,37.58105469,37,중랑구,면목5동
ST-2301,1480. 용마지구대 B,36,3,127.08010101,37.58111191,39,중랑구,면목5동
ST-948,"1501. 미아역 3번,4번 출구 사이",10,2,127.02648163,37.62607956,12,강북구,송천동
ST-643,1503. 강북구청사거리(수유역 8번출구),42,0,127.02672577,37.63926315,42,강북구,수유3동
ST-644,1504. 삼양시장오거리,2,0,127.01862335,37.62415695,2,강북구,송천동
ST-645,1506. 강북문화예술회관,7,0,127.01335907,37.64032745,7,강북구,인수동
ST-859,1509. 서울북부수도사업소,10,0,127.03575134,37.63437653,10,강북구,번1동
ST-860,1510. 번동주공5단지 관리사무소 앞,10,0,127.03551483,37.63371658,10,강북구,번2동
ST-861,1511. 번동 금호어울림아파트102동앞,11,1,127.03603363,37.63112259,12,강북구,번2동
ST-862,1512. 강북중학교 앞,15,4,127.02656555,37.64473724,19,강북구,수유3동
ST-863,1513. 강북구청 뒷편,7,0,127.02519989,37.63967133,7,강북구,수유3동
ST-646,1514. 강북구청 사거리 버스정류소 앞,6,0,127.02835846,37.63880539,6,강북구,번1동
ST-648,1515. 송천동 주민센터,1,0,127.02404785,37.61828613,1,강북구,송천동
ST-652,1516. 우이초등학교 후문 옆,2,0,127.01590729,37.63858795,2,강북구,인수동
ST-654,1518. 수유2동은행빌딩 앞,12,1,127.01616669,37.64308548,13,강북구,수유2동
ST-651,1519. 장미원시장 건너편,9,0,127.01561737,37.64545059,9,강북구,수유2동
ST-650,1520. 수유중앙시장,13,0,127.022789,37.63986206,13,강북구,수유3동
ST-647,1525. 미아동 복합청사,5,0,127.02669525,37.62714005,5,강북구,미아동
ST-1100,1526. 강북종합시장 앞,15,0,127.02462769,37.64173889,15,강북구,수유3동
ST-1101,1527. 미아역 1번 출구 뒤,9,0,127.02605438,37.62733459,9,강북구,번1동
